Country,Region-Geo,Continent,Region,Year,Leap Year,ChildrenPerWoman,CO2Emissions,DemocracyScore,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission
Sweden,Europe - Northern,Europe,Europe & Central Asia,2000,[2000],1.559,5.619504163,10,28640.08844,3.58015678,22.18160205,3.4,1.424560609,45.62608381,79.84,,,1.5,39.375,3.1,1.006437,1.295269,0.7000719,1.720399185,0.160575485,8860153,19.691,,115.102,,4709.725851,9.440928,23.64950493,8,247e9,2279.625321,6.354198531,5.731917,84.026,0.208667403,49789.66667
Switzerland,Europe - Western,Europe,Europe & Central Asia,2000,[2000],1.437,5.447382044,10,34386.90248,2.875513501,25.90952158,4.6,1.131639935,46.99286172,79.99,,,0.800000012,38.78,3.5,0.8315645,0,0,1.70328637,0.561954617,7167908,173.624,,96.727,,2164.580161,14.77921,11.08721379,6,25e10,3518.970877,5.815991407,7.876447,73.322,0.492150013,39046.33333
Taiwan,Asia - Eastern,Asia,East Asia & Pacific,2000,[2000],1.68,9.813205306,9,23525.4994,,,7,,,76.02,,,,,,,,,2.214936528,,22183000,,,,,1559.696993,,,14,,,,,,,217686.3333
Tajikistan,Asia - Central,Asia,Europe & Central Asia,2000,[2000],3.954,0.362341908,-1,1001.500467,,,72.9,22.66785586,0.048599595,63.57,99.45124826,99.84706266,,18.45,2.13,,,,,1.116547908,6172807,43.136,,89.061,,504.8471478,,7.702822742,33,860550294.3,6.47029909,-2.150628376,,26.487,-0.672020312,2236.666667
Thailand,Asia - South Eastern,Asia,East Asia & Pacific,2000,[2000],1.676,3.191052291,9,5578.402898,,,19.2,1.346160687,3.689041279,70.921,92.64654423,97.97538629,,29.983,0.37,8.634,,,0.502461965,1.188877011,63155029,123.082,18.05,,,314.8493928,,,44,123e9,65.98047401,8.63307278,,31.143,1.747219281,201531
Timor-Leste,Asia - South Eastern,Asia,East Asia & Pacific,2000,[2000],7.112,,,2743.191619,,,83.4,2.9988893,,59.468,,,,15.306,,,,,,0.810781744,830089,55.808,,,,,,,71,3162e5,31.91585481,,,24.263,2.246250828,
Togo,Africa - Western,Africa,Sub-Saharan Africa,2000,[2000],5.288,0.283021912,-2,890.3598035,,,76.6,-4.291831251,0.8,53.585,53.1775995,74.43957115,,18.159,,,,,,3.023231101,4793504,84.415,,69.047,,45.21518235,,,85,1294243543,13.1014119,-19.97252724,,32.907,4.370584351,1356.666667
Tokelau,Oceania,Oceania,East Asia & Pacific,2000,[2000],,,,,,,,,,,,,,,,,,,,,1552,129.333,,,,,,,,,,,,,,
Tonga,Oceania,Oceania,East Asia & Pacific,2000,[2000],4.25,1.235513351,,4886.266461,,,15.5,3.078999137,2.434398044,70.81,,,,19.709,0.499,,,,,0.515955814,97935,150.669,,102.145,,,,,22,188623258.5,91.18013218,-31.46182928,,23.012,0.644667153,121
Trinidad and Tobago,America - Central,Central and South America,America,2000,[2000],1.753,18.97102659,10,10496.90587,,,24.6,12.85306928,7.721411474,68.533,,,3.200000048,26.931,,11.99742,20.7356,3.783665,,0.40226055,1292058,251.863,,103.216,,1110.015149,14.89146,,38,8154315708,245.0636505,13.65705761,12.99084,10.833,2.663393674,24511.66667
Tunisia,Africa - Northern,Africa,Middle East & North Africa,2000,[2000],2.114,2.106678672,-3,5480.3156070000005,2.37,31.62,24.8,3.689847108,2.719853824,73.159,,,,24.622,,,,,,1.131488354,9456117,57.797,12.82,97.566,,229.1338917,,19.29236853,7,21473261837,122.3976647,-3.36250654,,63.432,1.75075588,19921
Turkey,Asia - Western,Asia,Europe & Central Asia,2000,[2000],2.454,3.396750939,7,6803.286822,,,30.5,49.22587317,3.761685035,70.01,,,1.299999952,24.534,1.3,,,,0.488025199,1.480778262,63627862,81.203,,82.373,,363.8420723,,,46,267e9,204.5048228,-2.996401235,,64.741,2.292827539,216128
Turkmenistan,Asia - Central,Asia,Europe & Central Asia,2000,[2000],2.837,7.918317906,-9,3289.742427,,,64.1,9.796089973,0.133282183,63.925,,,,21.63,,,,,0.789306661,1.161735656,4501419,9.222,,,,271.3917545,,,21,2904662605,45.0627133,14.56279291,,45.913,1.650371181,35643.66667
Turks and Caicos Islands,America - Central,Central and South America,America,2000,[2000],,0.777124287,,26819.72382,,,23,,,,,,,,,,,,,7.136869604,18873,43.891,,,,,,,,,,,,84.55,8.236207808,14.66666667
Tuvalu,Oceania,Oceania,East Asia & Pacific,2000,[2000],,,,3743.06933,,,34,14.45375952,5.241639585,,,,,,,,,,,0.478902634,9419,362.269,,,,,,,48.9,13940067.41,231.7215809,,,46.018,1.372974056,
Uganda,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],6.865,0.063299016,-4,881.208267,,,89.1,11.11730588,0.163714063,48.126,,,,15.256,,,,,,3.063776683,24213120,100.454,,91.074,,,,10.44395295,180,6193246632,15.61499902,-11.44621475,,12.082,3.759787001,1532.666667
Ukraine,Europe - Eastern,Europe,Europe & Central Asia,2000,[2000],1.139,6.560310436,6,3700.350923,,,15.9,23.11594261,0.712046852,67.79,,,,37.69,2.978,11.99343,18.20369,6.239805,0.245439971,-1.006597042,48891792,80.987,,100.269,,614.7709201,20.76894,14.10037044,33,31261527363,35.74094111,5.031457635,10.75481,67.145,-0.94879495,320745.3333
United Arab Emirates,Asia - Western,Asia,Middle East & North Africa,2000,[2000],2.644,37.1031264,-8,30012.31775,,,9.6,11.4595358,23.62530088,74.163,,,,28.569,,,,,4.213956791,4.602526581,3033491,36.286,,101.883,,5705.59719,,,26,104e9,885.3617257,,,80.236,5.081512259,112552
United Kingdom,Europe - Western,Europe,Europe & Central Asia,2000,[2000],1.675,9.233474647,10,28644.71245,,,5.6,0.618912575,26.8133757,78.04,,,1.600000024,37.706,1.9,0.9370933,1.254872,0.6040992,1.334542308,0.357300887,58874117,242.38,,100.546,,1879.326166,8.083006,28.44188462,29.3,148e10,1758.847602,-1.845470878,5.413095,78.651,0.433107417,543612.6667
United States of America,America - North,North America,America,2000,[2000],2.054,20.2230275,10,39758.49911,1.878162066,29.85266373,7.1,2.163727483,43.13014069,76.8,,,0.200000003,35.105,2.56,6.204801,9.555816,2.805041,3.177531759,1.112768997,282496310,29.338,,99.805,,4224.220526,10.82865,,46,99e11,4703.467344,-3.860063846,14.7273,79.089,1.578899407,5712930.667
Uruguay,America - South,Central and South America,America,2000,[2000],2.243,1.59854208,10,9092.317746,1.81,33.71,14.1,3.539308507,10.59722669,74.777,,,,31.577,,5.741081,8.914936,2.703275,,0.365067434,3319066,18.964,2.1,105.141,,871.1278941,14.75984,14.69913704,65,22823255806,583.7298856,-3.317540274,10.15484,91.325,0.536690121,5305.666667
Uzbekistan,Asia - Central,Asia,Europe & Central Asia,2000,[2000],2.742,4.841064793,-9,1635.215381,,,51.3,47.34078684,0.486807516,66.999,98.64258347,99.87434931,,20.945,2.946,3.928299,5.60105,2.392041,0.269095292,1.383541158,24775610,55.377,,98.018,,291.7450359,11.57027,,25,13760374488,31.70509825,3.063143379,8.899754,37.429,0.844772306,119940.3333
Vanuatu,Oceania,Oceania,East Asia & Pacific,2000,[2000],4.368,0.435861691,,3762.189618,,,20.6,2.184591316,2.108336891,67.438,,,,18.689,,,,,,2.093914286,185074,15.184,,100.718,,,,,60,272014693.1,52.4952813,-8.797841938,,21.673,3.496216783,80.66666667
Venezuela,America - South,Central and South America,America,2000,[2000],2.822,6.259217615,7,9434.237476,,,18.2,29.45282511,3.364752597,72.432,,,,23.281,,26.05696,48.46741,3.502211,0.923924722,1.843217114,24348304,26.696,,104.509,,644.8608319,7.460337,13.28660355,93,117e9,273.7684885,11.63121777,22.89158,89.889,2.416450818,152401.3333
Vietnam,Asia - Southern,Asia,East Asia & Pacific,2000,[2000],1.983,0.674691163,-7,1577.531777,,,24.6,3.408827591,0.257939664,73.777,90.15612936,94.83651428,,23.196,,,,,,1.341154893,78758010,237.445,,92.969,,140.9555751,,,26,31172517272,20.89251285,-2.463061298,,24.374,3.151987101,53137.33333
Wallis et Futuna,Oceania,Oceania,East Asia & Pacific,2000,[2000],,,,2873.284363,,,,,,,,,,,,,,,,,14499,72.495,,,,,,,18.2,,,,,,,
West Bank and Gaza Strip,Asia - Western,Asia,Middle East & North Africa,2000,[2000],5.404,0.247611425,,7586.317299,,,24.9,2.893322928,1.183223069,70.929,,,,16.627,,,,,,3.477716096,3198560,531.322,,102.311,,,,,81,4113261233,,-55.19050942,,71.969,3.910782979,792
Western Sahara,Africa - Northern,Africa,Middle East & North Africa,2000,[2000],2.957,0.755797975,,,,,,,,62.636,,,,22.126,,,,,,,315340,1.185,,,,,,,,,,,,,,238.3333333
Yemen,Asia - Western,Asia,Sub-Saharan Africa,2000,[2000],,0.825886121,,,,,69.9,23.3460519,0.082500387,,,,,,,,,,,2.947062672,,33.569,,54.999,,,,,,9636342275,25.27747297,,,26.267,4.874375628,14637.33333
Zambia,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],6.071,0.178273353,1,1035.903578,,,99.4,30.03857177,0.191071643,41.802,,,,17.213,,,,,,2.545936998,10201562,13.555,,,,113.0028925,,,153,3237716325,17.9974233,-14.38657675,,34.802,1.231698593,1818.666667
Zimbabwe,Africa - Eastern,Africa,Sub-Saharan Africa,2000,[2000],4.069,1.110011767,-3,745.7689741,,,60.8,0.627900721,0.401433535,43.976,,,,18.049,,,,,,0.83678755,12509477,32.013,,,,197.1196673,,,88,6689957610,59.67199448,2.252097993,,33.758,2.044357491,13885.66667
Afghanistan,Asia - Southern,Asia,South Asia,2004,[2004],7.136,0.02747237,,2414.152373,,,85.3,6.780487556,0.097163516,56.583,,,,,,3.83731842,6.547782898,0.881813586,,2.877035265,26693486,40.935,,40.928,,,,,144,,20.66559434,-47.30504972,34.5282402,21.6222,4.045245401,733.3333333
Aland Islands,Europe - Northern,Europe,Europe & Central Asia,2004,[2004],,,,,,,,,,79.88,,,,,,,,,,,26530,,,,,,,,,,,,,,,
Albania,Europe - Southern,Europe,Europe & Central Asia,2004,[2004],2.004,1.31653856,7,15345.75851,,,20.7,6.007744671,2.420387798,75.725,,,,,,6.681117058,11.46919537,2.020035982,,0.582841073,3124861,108.698,5.57,96.756,,787.4904311,,17.29176039,14.6,4543619309,160.9098806,-21.76438314,12.34991932,45.7914,2.818989816,4114
Algeria,Africa - Northern,Africa,Middle East & North Africa,2004,[2004],2.448,2.762219639,2,17372.90308,,,23.8,10.62932921,4.634475088,69.682,,,,,,9.806334496,13.78124619,5.940273285,0.327138668,1.500851301,32396048,13.602,,99.055,,465.4530347,,,8,66189522629,88.98532327,14.41976182,18.18716621,65.5086,3.319184043,89485
American Samoa,Oceania,Oceania,East Asia & Pacific,2004,[2004],,,,27360.51735,,,,,,,,,,,,,,,,1.78895064,61871,310.91,,,,,,,43.5,,,,,90.7796,2.345023737,
Andorra,Europe - Southern,Europe,Europe & Central Asia,2004,[2004],,7.499690096,,112282.8189,,,3.5,3.349999989,26.83795439,,,,,,,0.726512909,1.060996175,0.39156726,,4.189229118,75292,160.88,,101.346,,,,,5.3,1524990241,2193.360689,,12.65543461,90.715,3.727309133,564.6666667
Angola,Africa - Central,Africa,Sub-Saharan Africa,2004,[2004],6.704,1.177610138,-2,9021.343786,,,117.1,42.70546347,0.464814618,48.036,,,,,0.08,48.2061882,84.50010681,13.677001,,3.426475986,15957460,12.8,,,,107.1240207,,,189,12382535739,25.86101427,15.97109848,68.28264618,52.9518,5.316108658,18791.66667
Anguilla,America - Central,Central and South America,America,2004,[2004],,3.36314301,,54836.46354,,,,,,,,,,,,,,,,,13083,143.769,,,,,,,44,,,,,,,44
Antigua and Barbuda,America - Central,Central and South America,America,2004,[2004],2.246,4.913204085,,42342.27451,,,12.2,-0.407633673,24.26654372,74.355,,,,,,7.484961987,12.66622734,2.550779104,,1.363707218,82838,187.416,,,,,,,,945770280,458.7266713,-9.231750873,7.480210304,30.9318,0.402346971,407
Argentina,America - South,Central and South America,America,2004,[2004],2.31,4.072843801,8,30696.29054,,,15.9,9.22065119,16.03668411,74.645,,,,,3.155,5.883619,10.34629,1.621157,0.47993288,0.88949493,38340778,13.79,12.35,103.518,,575.1486489,11.80609,14.19743288,63.7,287e9,332.449662,7.090218478,8.414783,91.1306,1.165743967,156156
Armenia,Asia - Western,Asia,Europe & Central Asia,2004,[2004],1.4,1.190051716,5,10241.72501,,,21.9,6.309532717,4.899008571,73.192,,,,,,3.210839272,6.001464367,0.852436304,,0.06722013,3062612,102.772,31.84,101.29,,549.6817234,,13.99640565,29.6,2986190081,64.12591148,-15.5675524,11.5320797,64.2804,-0.082635483,3644.666667
Aruba,America - Central,Central and South America,America,2004,[2004],1.786,22.80421892,,80918.08535,,,,,23,74.175,,,,,,,,,,2.216290101,99046,550.256,,95.303,,,,,36,,,,,46.6206,2.172113385,2258.666667
Australia,Oceania,Oceania,East Asia & Pacific,2004,[2004],1.763,17.36940037,10,96295.51845,,,4.8,3.293192806,,81.04,,,1.100000024,,,0.7799816,1.003637,0.561403,1.929547426,1.159352162,20103822,2.597,,97.692,,2674.795387,11.49217,24.21900191,16.3,476e9,2871.998165,-2.546947719,7.10229,87.9786,1.39081241,349191.3333
Austria,Europe - Western,Europe,Europe & Central Asia,2004,[2004],1.419,8.77880008,10,100367.0821,,,4.2,1.683294977,54.37024785,79.47,,,1.399999976,,,0.7076773,0.6668164,0.7506323,1.680399602,0.620413127,8185553,97.612,,96.125,,2051.682779,13.49533,20.78866734,13.57,204e9,3682.783908,3.778064839,8.954848,66.387200000000007,0.841784938,71859.33333
Azerbaijan,Asia - Western,Asia,Europe & Central Asia,2004,[2004],1.987,3.783992486,-7,7520.211153,,,46.2,8.315176683,,68.57,,,,,,2.936593771,4.845721722,1.2778579,0.539997557,0.874957316,8479668,97.918,,95.326,,1513.162195,,,34,7853539689,80.89105277,-23.92840445,5.218420029,52.1884,1.260544511,32087
Bahamas,America - Central,Central and South America,America,2004,[2004],1.857,6.838470393,,45495.06916,,,15.1,1.194487245,22,73.538,,,,,,22.38367081,36.43335342,9.057776451,,1.452324948,314739,22.679,,98.667,,,,12.03430079,39,6643107971,1341.855905,1.998333054,22.00443649,82.8614,1.701968315,2152.333333
Bahrain,Asia - Western,Asia,Middle East & North Africa,2004,[2004],2.529,26.0633758,-7,51319.36479,,,9.8,9.153437513,21.45868051,75.247,,,,,1.087,1.107708812,1.327718019,0.781353652,,3.730139391,671760,967.954,,97.921,,5805.855704,,4.935495325,15,9934584799,660.504926,19.28038821,14.63179684,88.4096,3.740772285,17508.33333
Bangladesh,Asia - Southern,Asia,South Asia,2004,[2004],2.702,0.28702078,6,2442.875238,,,54,4.240428765,0.199036334,67.064,,,,,0.257,9.665283203,13.84824753,5.428161621,0.029062261,1.5400246929999999,138633401,962.745,,,,56.68186514,,8.111350136,95,57942340648,,-5.3485702,17.75008774,25.2268,3.175408952,39790.66667
Barbados,America - Central,Central and South America,America,2004,[2004],1.81,4.794768355,,30536.25132,,,18.2,1.066172297,49.8,73.84,,,,,,14.4835186,24.49023438,5.092540264,,0.206921177,269947,627.784,,107.192,,,,,42,2478549703,731.4878957,-10.99431303,12.862216,40.615,1.612793358,1294.333333
Belarus,Europe - Eastern,Europe,Europe & Central Asia,2004,[2004],1.281,5.878412349,-7,15613.44889,,,8,22.67512265,,69.09,,,,,4.622401812,8.917082787,13.14279938,5.200520039,0.753334394,-0.502567781,9872110,47.554,0.64,100.206,,587.0789601,,18.3713469,22.484,16715851678,154.4034069,-6.36384367,21.02702713,71.8778,0.162148832,58032.33333
Belgium,Europe - Western,Europe,Europe & Central Asia,2004,[2004],1.727,10.74369108,10,63200.03399,,,4.1,2.141731167,53.52848187,79.12,,,3.700000048,,,1.634858,1.73672,1.528936,,0.432788248,10356993,339.262,,98.026,,2565.430004,13.87196,25.89270358,11,247e9,3522.128079,4.913590173,10.69979,97.2572,0.468576064,111272.3333
Belize,America - Central,Central and South America,America,2004,[2004],3.208,1.387398204,,14601.08236,,,18.7,2.170941345,5.634835698,71.69,,,,,,28.02595901,50.97922134,4.998919964,,3.19998542,274855,11.968,,92.918,,,,,86,1049766699,168.3656714,-7.953742403,42.74856186,46.5814,2.621174559,381.3333333
Benin,Africa - Western,Africa,Sub-Saharan Africa,2004,[2004],5.645,0.339506861,6,2778.260189,,,79.2,0.290576255,1.182540965,56.7,,,,,0.04,15.81544971,25.1135273,6.864229202,,3.200295417,7397985,65.689,,66.872,,30.25373476,,16.34987526,115,2650301482,24.97867046,-12.73968759,25.50226974,40.469,4.528607073,2511.666667
Bermuda,America - North,North America,America,2004,[2004],,10.49996088,,134172.332,,,,4.412724517,61.5737971,,,,,,,,,,,0.476190476,63905,1205.755,,110.9,,,,,,3875730341,,,,100,0.475060276,671
Bhutan,Asia - Southern,Asia,South Asia,2004,[2004],2.923,0.479452055,-10,7091.980786,,,49.3,1.81169514,3.156984196,63.323,,,,,0.051,5.696219921,7.370391369,4.020005703,,2.837032756,642400,13.668,,,,,,7.820351606,55,584394624.3,48.21686123,-21.67295835,17.9458847,29.8556,6.62371699,308
Bolivia,America - South,Central and South America,America,2004,[2004],3.809,1.456394028,8,7057.345215,,,46.9,7.967709556,4.439924601,64.404,,,,,,4.380421162,7.410184383,1.503151178,,1.876650545,8982917,8.177,,,,177.6995964,,15.0163488,82,9363922319,52.11224368,4.812514911,19.60947037,63.718,2.618590703,13082.66667
Bosnia and Herzegovina,Europe - Southern,Europe,Europe & Central Asia,2004,[2004],1.21,6.513268514,,12634.54509,2.77,27.41,7.8,2.572497624,15.46897162,75.17,,,,,,1.773255944,2.901372194,0.772441208,,-0.035933013,3781358,73.859,0.34,,,887.9561928,,19.03101363,17,6679017387,242.8577364,-45.25347613,3.761750937,44.8122,0.968374763,24629
Botswana,America - South,Africa,Sub-Saharan Africa,2004,[2004],3.079,2.363620756,8,23445.17286,,,47.7,11.16228434,3.304889253,47.257,,,,,0.4,24.19230652,38.85057068,10.64133835,,1.201197377,1852243,3.184,,100.63,,327.6516,,,58,7160256353,451.6075955,7.336076129,26.70654106,56.4998,2.663524,4378
Brazil,America - South,Central and South America,America,2004,[2004],2.135,1.837108443,8,16922.99734,,,22,8.037821902,19.07367227,71.463,88.61624253,96.84385989,,,,25.0808,46.72261,3.999783,0.480579002,1.22587771,183873377,21.596,18.64,101.851,,426.8912028,5.049112,15.88464474,82,717e9,257.4049315,3.876903298,18.45558,82.5056,1.62470556,337795.3333
British Virgin Islands,America - Central,Central and South America,America,2004,[2004],,3.882571398,,83410.48584,,,16.8,,,,,,,,,,,,,,21721,143.848,,,,,,,40,,,,,,,84.33333333
Brunei,Asia - South Eastern,Asia,East Asia & Pacific,2004,[2004],2.211,15.0604638,,96667.34082,,,7.3,15.88616506,29.71560414,76.783,,,,,,0.915056646,1.188714147,0.646131814,,2.03550593,355943,61.742,,101.119,,1295.232977,,,26,6623797619,666.8825756,37.00852348,16.59905243,73.0472,2.682106673,5360.666667
Bulgaria,Europe - Eastern,Europe,Europe & Central Asia,2004,[2004],1.29,6.006152124,9,17442.45606,,,14.6,4.17276241,18.14868416,72.54,,,,,,2.527269,4.032796,1.062298,0.608921607,-0.543375463,7789180,70.228,,96.679,,1166.747819,5.777355,21.27927437,40,15839807530,238.2642558,-11.46125056,10.48706,69.923,-0.1765866,46783
Burkina Faso,Africa - Western,Africa,Sub-Saharan Africa,2004,[2004],6.335,0.080035373,0,2193.707042,,,89.4,3.928373575,0.400295285,52.278,,,,,0.05,22.51925087,37.23192215,8.741400719,,2.899832714,13789736,50.328,,76.846,,,,12.02681578,128,3295911699,22.63921202,-13.53766445,33.69688034,20.7984,6.515657542,1103.666667
Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,2004,[2004],6.803,0.028126862,5,863.5148165,,,86,14.85609774,0.349060462,49.589,,,,,0.03,44.77554703,83.66162109,10.02048969,,2.893496125,7039534,252.911,,81.907,,,,,25,922031252.8,9.58782555,-24.33907276,43.82777786,9.1492,5.392436513,198
Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,2004,[2004],3.31,0.265121293,2,2616.126117,3.07,34.87,56.6,4.823738427,0.300436644,66.177,73.60995477,83.38286475,,,,21.61433411,39.19595337,6.462769032,,1.295228613,13193961,72.881,66.09,87.046,,24.41400765,,8.117265023,44,5042604253,32.27801211,-7.299627342,22.96832657,19.0564,1.91425615,3498
Cameroon,Africa - Central,Africa,Sub-Saharan Africa,2004,[2004],5.413,0.230484812,-4,3994.222798,,,80,1.507970732,0.976075415,51.74,,,,,0.19,19.00482559,30.20295334,8.103664398,,2.249970483,17165267,36.104,,84.086,,32.94401319,,,133,11815245845,43.43561524,-0.430173609,29.70799255,47.9412,3.508978786,3956.333333
Canada,America - North,North America,America,2004,[2004],1.548,17.28981435,10,68693.93102,,,5.2,3.187801554,65.85001545,80.25,,,0.699999988,,,1.604855,2.310725,0.8824469,3.150552356,1.002034424,31943605,3.204,,,,4645.187687,11.54182,13.77954708,14.5676,798e9,3036.640797,4.312165254,7.916584,79.9932,1.163177877,552299
Cayman Islands,America - Central,Central and South America,America,2004,[2004],,9.700369318,,93189.82875,,,,,,,,,,,,,,,,5.012875586,50273,190.428,,,,,,,,,,,,100,5.012875586,487.6666667
Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,2004,[2004],5.176,,-1,1342.103146,,,,,,44.607,,,,,,36.04470825,62.6178627,11.91830063,,,3952281,,,,,,,6.214223404,116,,,-6.171489675,40.31264496,,,
Chad,Africa - Central,Africa,Sub-Saharan Africa,2004,[2004],7.147,0.039860154,-2,3338.836776,,,101.1,9.734256482,0.360920107,47.393,28.3814337,41.67312161,,,0.04,23.82643318,39.89586639,8.434020042,,3.445554494,9474792,7.379,,59.691,,,,,180,2572160416,23.76588462,0.249125191,35.50316238,21.6084,3.531669198,377.6666667
Channel Islands,Europe - Northern,Europe,Europe & Central Asia,2004,[2004],1.413,,,,,,,3.797571335,,78.672,,,,,,,,,,0.474892924,147963,758.785,,,,,,,11,6052518748,,,,30.6106,0.593876738,
Chile,America - South,Central and South America,America,2004,[2004],1.96,3.721850285,9,23299.42673,,,7.8,7.477659829,28.17791012,77.53,,,,,,5.260017,9.586858,1.007924,0.687673771,1.074521053,16132209,21.321,,98.184,,495.1612369,13.83387,17.01228764,60,87548035975,419.8608104,9.173973705,13.25428,87.2876,1.459508196,60041.66667
China,Asia - Eastern,Asia,East Asia & Pacific,2004,[2004],1.566,4.065723468,-7,9412.076912,,,22.1,6.912815691,7.325216965,73.793,,,,,,2.056675196,2.817698002,1.261937857,0.245178176,0.593932815,1300552134,135.517,,,,190.2345427,,8.860551515,8,171e10,70.11874165,2.551382892,20.96404076,41.193,3.873400618,5287685.333
Colombia,America - South,Central and South America,America,2004,[2004],2.518,1.299164209,7,12160.6489,,,19,6.978328358,9.118690303,72.066,92.80377655,97.99131022,,,1.38,50.46709,94.97735,8.152369,0.238393518,1.554516448,42385712,37.216,31.68,103.752,,373.3054419,8.764361,10.53214594,87,114e9,205.6362188,-2.128136352,14.68263,73.2798,1.96639081,55066
Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,2004,[2004],5.254,0.164036753,6,2166.048711,0.91,55.19,69.2,1.770657203,1.327327178,58.84,,,,,0.15,11.28646374,17.59652138,5.256560802,,2.688910789,625876,336.312,64.98,84.273,,,,,61,222121733.3,19.56455458,-17.86191816,18.19371986,27.916,2.542149358,102.6666667
